SalePrice,GrLivArea,LotArea,YearBuilt,OverallQual,BedroomAbvGr,FullBath,GarageArea,Neighborhood,HouseStyle,LotFrontage,MasVnrArea
162000,1287,9830,1959,5,3,1,576,NAmes,1Story,,0.0
172400,1664,8121,2000,6,3,2,460,Gilbert,2Story,,0.0
134432,1588,17120,1959,4,4,2,680,ClearCr,1.5Fin,80.0,0.0
125000,752,7175,1984,6,2,1,264,SawyerW,1Story,50.0,0.0
123000,1319,10634,1953,5,3,1,270,NAmes,1Story,79.0,0.0
219500,1928,8200,2003,7,4,2,434,CollgCr,2Story,65.0,0.0
61000,904,10020,1922,1,1,0,0,Edwards,1Story,,0.0
148000,914,8846,1996,5,2,1,576,CollgCr,SFoyer,57.0,0.0
340000,2466,11143,2004,8,4,3,610,Somerst,2Story,102.0,0.0
394432,1856,11394,2010,9,1,1,834,StoneBr,1Story,88.0,350.0
179000,1800,8123,2000,6,3,2,463,Gilbert,2Story,60.0,16.0
127000,1691,5000,1924,5,3,2,308,SWISU,1.5Fin,50.0,0.0
187750,1301,7200,2006,7,2,2,572,Somerst,1Story,60.0,0.0
213500,1797,9245,2006,7,3,2,639,CollgCr,2Story,79.0,0.0
76000,784,9000,1928,6,2,1,360,SawyerW,1.5Unf,60.0,0.0
240000,1953,53107,1992,6,3,2,501,ClearCr,2Story,,0.0
192000,1269,3182,2004,8,2,2,430,Blmngtn,1Story,43.0,16.0
81000,1184,8410,1910,5,5,1,0,Edwards,1.5Fin,58.0,0.0
125000,1125,7200,1976,6,3,1,352,Edwards,SLvl,72.0,255.0
191000,1479,9382,1999,7,3,2,577,CollgCr,1Story,93.0,125.0
426000,2332,12474,2007,10,3,2,846,NridgHt,2Story,96.0,272.0
119000,1367,8405,1900,5,4,1,384,Edwards,1.5Fin,50.0,0.0
215000,1961,12209,2001,6,3,2,560,Mitchel,2Story,71.0,0.0
106500,882,8339,1959,5,3,1,294,NAmes,1Story,,0.0
100000,788,7446,1941,4,2,1,0,BrkSide,1Story,,0.0
109000,1034,10134,1940,5,2,1,240,OldTown,1.5Fin,60.0,0.0
129000,1144,9571,1956,5,3,1,596,Edwards,1Story,68.0,0.0
123000,894,7200,1972,5,2,1,600,CollgCr,1Story,60.0,0.0
169500,1812,7590,1962,5,4,2,264,NAmes,2Story,69.0,288.0
67000,1077,8967,1920,5,2,1,338,IDOTRR,1Story,60.0,0.0
241000,1550,8125,2006,7,2,2,438,Somerst,2Story,65.0,100.0
245500,1288,14963,1996,8,1,1,500,Veenker,1Story,38.0,0.0
164990,1310,8767,2005,7,3,2,400,CollgCr,1Story,65.0,0.0
108000,672,10200,1940,5,2,1,240,Sawyer,1Story,60.0,0.0
258000,2263,12090,1998,8,4,2,420,NoRidge,2Story,93.0,650.0
168000,1572,10364,1995,6,3,2,373,Gilbert,2Story,,0.0
150000,1620,9991,1976,4,3,2,490,Sawyer,1Story,,0.0
115000,1639,10480,1936,6,3,1,240,SWISU,1.5Fin,51.0,0.0
177000,1680,15576,1915,6,4,2,308,Crawfor,2Story,63.0,0.0
280000,2172,14154,2006,7,3,2,947,NridgHt,2Story,109.0,350.0
339750,2078,10800,2007,8,3,2,836,Somerst,2Story,85.0,100.0
60000,1276,9571,1958,5,3,1,350,Edwards,1Story,68.0,0.0
145000,1056,34650,1955,5,3,1,572,Gilbert,1Story,100.0,0.0
222000,1478,4403,2009,7,2,2,484,Somerst,1Story,,432.0
115000,1028,8960,1927,5,2,1,360,OldTown,1Story,56.0,0.0
228000,2097,11228,1993,7,3,2,678,SawyerW,2Story,59.0,0.0
181134,1340,8899,2007,7,3,2,396,Gilbert,1Story,73.0,0.0
149500,1400,7844,1978,6,3,1,440,Sawyer,2Story,74.0,203.0
239000,2624,22420,1918,6,4,2,864,Crawfor,2Story,86.0,0.0
126000,1134,8160,1940,5,3,1,240,Edwards,1.5Fin,60.0,0.0
142000,1056,8450,1968,5,3,1,304,NAmes,1Story,65.0,0.0
206300,1344,7060,1997,7,2,2,784,Mitchel,SFoyer,78.0,200.0
215000,1602,16635,1977,6,3,2,529,NWAmes,1Story,,126.0
113000,988,21750,1954,5,2,1,520,Mitchel,1Story,100.0,0.0
315000,2630,9200,1998,8,4,2,696,NoRidge,2Story,80.0,473.0
139000,1196,9000,1956,6,2,1,297,NAmes,1Story,72.0,74.0
135000,1389,3378,1946,7,3,1,240,OldTown,2Story,60.0,0.0
275000,1644,12800,1989,7,2,2,569,SawyerW,SLvl,,145.0
109008,907,8593,1957,4,3,1,352,NAmes,1Story,77.0,0.0
195400,1208,6762,2007,7,2,2,628,CollgCr,1Story,64.0,108.0
175000,1412,11457,1988,6,3,2,576,Timber,1Story,130.0,0.0
85400,987,1680,1971,6,2,1,264,BrDale,2Story,21.0,232.0
79900,1198,5586,1920,6,4,1,0,OldTown,1.5Fin,60.0,0.0
122500,1365,1920,1971,5,2,1,440,BrDale,2Story,24.0,376.0
181000,1604,10839,1997,6,3,2,470,Gilbert,2Story,100.0,0.0
81000,630,1890,1972,4,1,1,0,MeadowV,SFoyer,21.0,0.0
212000,1661,10667,1996,7,3,2,550,CollgCr,2Story,43.0,0.0
116000,1118,4400,1920,6,2,1,440,OldTown,1.5Fin,40.0,0.0
119000,904,6000,1926,6,2,1,180,BrkSide,1.5Unf,50.0,0.0
90350,694,4280,1913,5,2,1,352,Crawfor,1Story,40.0,0.0
110000,1196,12354,1920,6,3,1,528,Edwards,1.5Fin,67.0,0.0
555000,2402,15431,2008,10,2,2,672,NridgHt,1Story,105.0,200.0
118000,1440,12108,1955,4,4,2,0,Edwards,1Story,92.0,270.0
162900,1573,6240,1930,5,3,2,360,BrkSide,1.5Fin,52.0,0.0
172500,1258,3922,2006,7,2,2,648,Blmngtn,1Story,53.0,72.0
210000,1908,8750,1994,7,4,2,493,CollgCr,2Story,70.0,0.0
127500,1689,9855,1956,6,3,1,480,Edwards,1Story,73.0,0.0
190000,1888,16492,1966,6,2,2,578,NAmes,1Story,137.0,0.0
199900,1886,11214,1998,7,4,2,431,Gilbert,2Story,,0.0
119500,1376,8600,1937,6,3,2,198,IDOTRR,1.5Fin,50.0,0.0
120000,1183,6000,1948,3,2,1,308,OldTown,1.5Fin,50.0,0.0
110000,813,5684,1930,6,2,1,270,OldTown,1Story,70.0,0.0
280000,1533,70761,1975,7,2,2,576,ClearCr,1Story,62.0,0.0
204000,1756,9303,1996,6,3,2,422,Timber,2Story,,42.0
210000,1590,9000,2008,8,3,2,676,Somerst,2Story,75.0,0.0
188000,1728,9297,1976,5,4,2,560,Mitchel,1Story,63.0,0.0
175500,1242,9600,1973,7,3,1,528,NWAmes,1Story,80.0,320.0
98000,1344,4571,1916,5,4,1,513,OldTown,2Story,34.0,0.0
256000,1663,53227,1954,4,2,1,529,ClearCr,1Story,,0.0
161000,1666,5100,1925,8,3,1,228,OldTown,2Story,,0.0
110000,1203,7015,1950,5,3,1,352,BrkSide,1.5Fin,,161.0
263435,1935,8004,2009,8,3,2,552,Somerst,2Story,75.0,110.0
155000,1135,7200,1936,7,3,1,576,SWISU,2Story,60.0,0.0
62383,864,8281,1965,5,3,1,360,Sawyer,1Story,60.0,0.0
188700,1660,11988,1934,6,3,1,240,Crawfor,2Story,74.0,0.0
124000,1040,8430,1978,5,3,2,0,CollgCr,1Story,60.0,136.0
178740,1414,3072,2004,7,2,2,398,Blmngtn,1Story,,18.0
167000,1277,10628,1970,7,2,1,526,NAmes,1Story,85.0,0.0
146500,1644,9480,1942,5,3,1,312,NAmes,2Story,79.0,224.0
250000,1634,11428,2006,8,3,2,866,NridgHt,1Story,98.0,248.0
187000,1710,9291,1993,6,3,2,506,SawyerW,2Story,76.0,120.0
212000,1502,6820,1985,8,1,1,528,StoneBr,1Story,,0.0
190000,1969,11952,1977,7,3,2,534,NWAmes,2Story,92.0,0.0
148000,1072,3675,2005,6,2,1,525,Edwards,SLvl,35.0,80.0
440000,1976,14977,2006,8,2,2,908,NridgHt,1Story,110.0,304.0
251000,1652,5330,2000,8,2,2,499,StoneBr,1Story,41.0,0.0
132500,970,8480,1963,5,2,1,624,Sawyer,1Story,80.0,0.0
208900,1493,13125,1997,6,3,2,508,CollgCr,1Story,75.0,215.0
380000,2643,13693,2006,9,3,2,694,NridgHt,2Story,105.0,772.0
297000,1718,10637,2007,8,3,2,826,CollgCr,1Story,79.0,336.0
89471,1131,5925,1937,4,2,1,672,OldTown,1Story,50.0,435.0
326000,1850,16033,2004,9,3,2,772,NridgHt,1Story,98.0,378.0
374000,1792,11846,2003,9,2,2,874,NridgHt,1Story,72.0,562.0
155000,1826,2500,1915,7,4,1,164,OldTown,2Story,50.0,0.0
164000,1216,4500,1998,6,2,2,402,Mitchel,1Story,32.0,116.0
132500,999,7758,1962,5,3,1,264,Sawyer,1Story,,0.0
147000,1113,9600,1950,5,3,1,264,NAmes,1Story,80.0,0.0
156000,1073,10289,1965,5,3,1,515,NAmes,1Story,79.0,168.0
175000,1484,12243,1971,5,3,2,487,NWAmes,1Story,70.0,0.0
160000,2414,10800,1900,5,3,2,520,OldTown,1.5Fin,60.0,0.0
86000,630,1526,1970,4,1,1,286,MeadowV,SFoyer,21.0,0.0
115000,1304,2665,1976,5,3,1,336,MeadowV,2Story,,0.0
133000,1578,9490,1941,6,3,1,240,NAmes,1.5Fin,79.0,0.0
172785,1456,15578,2006,6,3,2,429,Gilbert,2Story,105.0,0.0
155000,1269,7931,1960,5,3,1,308,NAmes,1Story,70.0,0.0
91300,886,5784,1938,5,2,1,273,OldTown,1Story,50.0,0.0
34900,720,7879,1920,4,2,1,0,IDOTRR,1Story,60.0,0.0
430000,3228,12692,1992,8,4,3,546,NoRidge,1Story,,0.0
184000,1820,9120,1925,7,4,2,240,BrkSide,1.5Fin,60.0,0.0
130000,899,7800,1967,5,3,1,288,Sawyer,1Story,65.0,89.0
120000,912,7535,1958,5,2,1,297,NAmes,1Story,70.0,0.0
113000,1218,1890,1973,6,3,1,264,BrDale,2Story,21.0,285.0
226700,1768,9803,2005,7,3,2,603,Somerst,2Story,75.0,0.0
140000,1214,9170,1965,5,2,1,461,Edwards,1Story,70.0,0.0
289000,1801,15602,1959,7,1,2,484,Crawfor,1Story,100.0,0.0
147000,1322,2308,1974,6,3,2,440,NPkVill,2Story,24.0,0.0
124500,1960,7596,1952,5,4,2,400,OldTown,2Story,60.0,360.0
215000,1911,9554,1993,8,3,2,471,SawyerW,2Story,80.0,125.0
208300,1218,7862,2009,6,2,2,676,Somerst,1Story,75.0,0.0
161000,1378,9600,1928,7,3,2,360,OldTown,2Story,60.0,0.0
124500,1041,9600,1959,5,3,1,270,NAmes,1Story,80.0,132.0
164900,1363,14559,1951,5,2,1,288,NAmes,1Story,75.0,70.0
202665,1368,6792,2005,7,2,2,474,NridgHt,1Story,40.0,94.0
129900,864,9100,1958,5,3,1,624,NAmes,1Story,70.0,0.0
134000,1080,9187,1983,6,3,1,484,Mitchel,1Story,71.0,0.0
96500,789,10594,1926,5,2,1,200,Crawfor,1.5Unf,55.0,0.0
402861,2020,12220,2009,10,3,2,900,NridgHt,1Story,94.0,305.0
158000,2119,10448,1972,6,3,2,583,NWAmes,SLvl,,333.0
265000,2344,10208,1996,7,3,2,889,NoRidge,2Story,79.0,921.0
211000,1796,9531,1998,6,3,2,546,CollgCr,2Story,,0.0
234000,2080,10918,1926,7,3,1,282,Crawfor,2Story,53.0,0.0
106250,1294,10800,1900,4,3,2,0,OldTown,2Story,60.0,0.0
150000,1244,11988,1957,6,3,1,336,NAmes,1Story,90.0,0.0
159000,1664,5000,1947,6,3,2,420,BrkSide,1.5Fin,50.0,0.0
184750,4676,40094,2007,10,3,3,884,Edwards,2Story,130.0,762.0
315750,2398,11787,1996,7,3,2,834,NoRidge,2Story,95.0,594.0
176000,1266,7500,2005,7,3,2,453,Somerst,1Story,62.0,0.0
132000,928,13300,1956,5,2,1,252,NAmes,1Story,70.0,0.0
446261,2713,14948,2008,9,3,2,858,NridgHt,2Story,67.0,268.0
86000,605,9098,1920,4,2,1,0,Edwards,1Story,58.0,0.0
200624,2515,32668,1957,6,4,3,484,Crawfor,1Story,,
175000,1509,10200,1988,6,3,2,600,Timber,SLvl,85.0,219.0
128000,1362,6155,1920,6,3,2,502,BrkSide,2Story,60.0,0.0
107500,827,7200,1955,5,2,1,392,NAmes,1Story,60.0,0.0
39300,334,5000,1946,1,1,1,0,BrkSide,1Story,50.0,0.0
178000,1414,9056,2004,8,3,2,403,Gilbert,2Story,74.0,0.0
107500,1347,7000,1910,5,3,1,0,Edwards,2Story,70.0,0.0
188000,1724,8924,1998,7,3,2,527,CollgCr,2Story,57.0,0.0
111250,864,12735,1972,4,3,1,576,NAmes,1Story,,0.0
158000,1159,11553,1968,5,3,1,336,Sawyer,1Story,,188.0
272000,1601,11423,2001,8,3,2,670,CollgCr,1Story,,479.0
315000,1838,14601,2006,9,2,2,765,Timber,1Story,85.0,584.0
248000,2285,11000,2000,8,4,2,648,NoRidge,2Story,,72.0
213250,1680,10140,1998,7,3,2,583,NWAmes,1Story,78.0,0.0
133000,767,4058,1998,7,1,1,367,NAmes,SFoyer,34.0,182.0
179665,1496,17104,2006,7,3,2,426,Gilbert,2Story,58.0,0.0
229000,2183,13837,1988,7,4,2,786,NWAmes,1.5Fin,,178.0
210000,1635,8737,1923,6,3,1,440,BrkSide,1.5Fin,70.0,0.0
129500,768,7244,1970,5,2,1,624,Mitchel,SFoyer,54.0,0.0
125000,825,8235,1955,5,2,1,720,OldTown,1Story,49.0,0.0
263000,2094,9375,2003,7,4,2,615,Somerst,2Story,75.0,0.0
140000,1069,4043,1977,6,2,2,440,NPkVill,1Story,53.0,0.0
112500,928,6000,1957,5,3,1,288,OldTown,1Story,50.0,0.0
255500,1717,11146,2006,8,3,2,908,NridgHt,1Story,87.0,250.0
108000,1126,8777,1949,4,2,2,520,Edwards,1Story,67.0,0.0
284000,2046,10625,2003,7,3,2,871,NridgHt,2Story,85.0,292.0
113000,1048,6380,1922,5,2,1,280,BrkSide,1.5Unf,58.0,0.0
141000,1092,14850,1957,5,2,1,299,NAmes,1Story,69.0,0.0
108000,1336,11040,1920,4,3,1,570,IDOTRR,1.5Fin,60.0,0.0
175000,1446,21872,1996,7,3,2,406,Gilbert,2Story,57.0,0.0
234000,1557,3196,2003,7,2,2,420,Blmngtn,1Story,,18.0
121500,1392,11341,1957,5,3,1,528,Sawyer,1Story,,180.0
170000,1389,10010,1974,5,2,1,418,Mitchel,1Story,77.0,0.0
108000,996,13907,1940,5,3,1,0,Edwards,1Story,63.0,0.0
185000,1674,21780,1918,6,4,2,396,Edwards,1.5Fin,66.0,0.0
268000,2295,13346,1992,7,4,2,590,NoRidge,2Story,,0.0
128000,1647,6858,1915,6,4,1,216,SWISU,2Story,66.0,0.0
325000,2504,11198,2005,9,4,2,656,StoneBr,2Story,77.0,245.0
214000,1535,10171,2004,7,3,2,532,NridgHt,1Story,70.0,168.0
316600,2132,12327,1983,8,1,1,612,SawyerW,1.5Fin,79.0,0.0
135960,943,7032,1979,5,2,1,600,NAmes,SFoyer,,0.0
142600,1728,13101,1965,5,6,2,576,NAmes,1Story,74.0,108.0
120000,864,7332,1959,6,2,1,288,NAmes,1Story,60.0,207.0
224500,1692,13159,2009,7,3,2,650,Timber,2Story,83.0,0.0
170000,1430,9967,2000,7,3,2,400,Gilbert,SLvl,76.0,0.0
139000,1109,10500,1971,5,3,1,288,NAmes,SLvl,70.0,82.0
118500,1216,8480,1947,5,2,1,336,NAmes,1.5Fin,80.0,0.0
145000,1477,6292,1928,7,3,2,216,SWISU,1.5Fin,52.0,0.0
164500,1320,11777,1966,5,3,1,564,Sawyer,SLvl,96.0,97.0
146000,1392,3604,2007,7,2,2,540,Somerst,2Story,34.0,0.0
131500,1795,12150,1954,5,4,2,352,OldTown,1.5Fin,81.0,335.0
181900,1429,14585,1960,6,3,1,572,NAmes,1Story,,85.0
253293,2042,12704,2008,8,3,2,1390,NridgHt,1Story,98.0,306.0
118500,816,11841,1990,6,3,1,0,Edwards,SFoyer,81.0,104.0
325000,2775,13500,1893,10,3,3,880,OldTown,2.5Unf,75.0,0.0
133000,1573,6120,1935,4,3,1,240,BrkSide,1.5Fin,51.0,0.0
369900,2028,11443,2005,8,2,2,880,Timber,1Story,88.0,208.0
130000,838,10267,1918,6,2,1,275,BrkSide,1Story,55.0,0.0
137000,860,8740,1982,5,2,1,528,Sawyer,SFoyer,74.0,0.0
143000,1473,25095,1968,5,1,1,452,ClearCr,1Story,65.0,0.0
79500,935,9100,1930,5,2,1,308,BrkSide,1Story,50.0,0.0
185900,1582,8320,2004,7,3,2,520,CollgCr,2Story,64.0,0.0
451950,2296,13478,2008,10,3,2,842,NridgHt,2Story,97.0,420.0
138000,816,6600,1982,5,2,1,816,Mitchel,1Story,60.0,0.0
140000,848,4435,2003,6,1,1,420,CollgCr,1Story,,170.0
110000,924,7990,1975,5,3,1,280,CollgCr,1Story,88.0,0.0
319000,1826,11302,2005,8,3,2,758,StoneBr,1Story,69.0,238.0
114504,1368,3600,1910,6,3,1,216,OldTown,2Story,60.0,0.0
194201,1402,3922,2006,7,2,0,648,Blmngtn,1Story,53.0,72.0
217500,1647,12984,1977,5,3,2,621,Crawfor,1Story,80.0,459.0
151000,1556,1950,1980,6,3,2,452,Blueste,2Story,24.0,0.0
275000,1904,10927,2005,8,3,2,736,NridgHt,2Story,74.0,280.0
141000,1375,9000,1937,6,3,1,544,IDOTRR,1.5Fin,50.0,0.0
220000,1915,10041,1992,8,3,2,506,SawyerW,2Story,80.0,0.0
151000,1200,3182,2004,7,2,2,480,Somerst,2Story,30.0,0.0
221000,1494,12803,2002,7,3,2,530,CollgCr,1Story,88.0,99.0
205000,1986,13600,1965,7,3,2,486,NAmes,2Story,85.0,176.0
152000,1040,12464,1996,5,3,1,576,CollgCr,1Story,82.0,0.0
225000,2008,7800,1948,5,3,3,230,Edwards,2Story,78.0,0.0
359100,3194,12168,1934,8,4,2,380,Crawfor,2Story,78.0,0.0
118500,1029,7943,1961,4,3,1,261,Sawyer,1Story,61.0,192.0
313000,2153,11050,2000,9,3,2,736,CollgCr,2Story,,204.0
148000,1032,10395,1978,6,3,2,564,NWAmes,SLvl,,233.0
261500,1872,11885,2001,8,3,2,531,CollgCr,2Story,,108.0
147000,1120,8402,2007,5,3,1,0,Mitchel,1Story,70.0,0.0
75500,630,1491,1972,4,1,1,0,MeadowV,SFoyer,21.0,0.0
137500,1054,8800,1963,6,3,1,480,NAmes,SFoyer,80.0,156.0
183200,1509,7861,2002,6,3,2,393,Gilbert,2Story,,0.0
105500,832,7227,1954,6,2,1,528,NAmes,1.5Unf,59.0,0.0
314813,1828,11694,2007,9,3,2,774,NridgHt,1Story,90.0,452.0
305000,2262,12244,2003,8,4,2,749,Timber,2Story,85.0,226.0
67000,864,8248,1914,3,2,1,0,Edwards,1Story,45.0,0.0
240000,2614,10800,1974,6,4,2,624,NWAmes,2Story,90.0,0.0
135000,980,7064,1977,5,3,1,484,Sawyer,1Story,71.0,153.0
168500,1512,2117,2000,6,2,2,440,Somerst,2Story,,513.0
165150,1790,10400,1972,6,4,1,484,NWAmes,2Story,80.0,288.0
160000,1116,10000,1962,6,3,1,440,NAmes,1Story,87.0,261.0
139900,1422,12342,1960,5,3,1,286,NAmes,1Story,,0.0
153000,1520,9600,1955,6,3,1,364,NAmes,SLvl,80.0,164.0
135000,2080,11606,1969,5,5,1,504,NAmes,2Story,70.0,192.0
168500,1350,9020,1964,6,3,1,520,NAmes,SLvl,82.0,259.0
124000,1750,9000,1880,5,3,1,240,OldTown,2Story,50.0,0.0
209500,1554,4590,2006,8,2,2,627,NridgHt,1Story,34.0,108.0
82500,1411,11900,1977,7,3,2,544,NWAmes,1Story,85.0,209.0
139400,1056,9250,1954,5,3,1,260,NAmes,1Story,80.0,0.0
144000,1056,6979,1980,6,0,0,576,OldTown,SFoyer,64.0,0.0
200000,3395,10896,1914,6,8,2,0,SWISU,2.5Fin,60.0,0.0
60000,800,6120,1936,2,1,1,0,BrkSide,1Story,51.0,0.0
93000,1387,6000,1954,5,3,2,256,OldTown,1.5Fin,50.0,0.0
85000,796,8777,1910,5,2,1,0,Edwards,1Story,67.0,0.0
264561,1567,3982,2006,8,1,2,648,Blmngtn,1Story,53.0,0.0
274000,1518,12677,2003,8,1,1,588,NridgHt,1Story,62.0,472.0
226000,1929,7050,2001,7,3,2,650,Somerst,2Story,,0.0
345000,2704,13860,1972,8,4,2,538,NAmes,SLvl,75.0,0.0
152000,1620,10793,1969,5,4,2,462,NWAmes,2Story,80.0,263.0
370878,1766,9187,2009,9,2,2,478,Somerst,1Story,85.0,162.0
143250,981,10530,1971,6,3,1,576,NAmes,1Story,,0.0
98300,1048,7200,1950,5,3,1,420,NAmes,1Story,60.0,0.0
155000,1094,10452,1953,6,3,1,495,Edwards,1Story,85.0,216.0
155000,1839,7700,1966,6,4,1,442,NAmes,2Story,70.0,351.0
84500,630,1936,1970,4,1,1,0,MeadowV,SFoyer,21.0,0.0
205950,1665,8125,2007,7,3,2,562,Somerst,2Story,65.0,
108000,1510,9084,1940,4,4,1,296,Edwards,2Story,60.0,0.0
191000,1716,8750,1996,7,2,2,512,CollgCr,2Story,70.0,0.0
135000,1469,10320,1906,6,3,1,216,IDOTRR,1.5Fin,60.0,0.0
350000,2113,10437,1995,8,2,2,839,NoRidge,1Story,91.0,660.0
88000,1092,1680,1971,6,3,1,264,BrDale,2Story,21.0,381.0
145500,1053,10007,1959,5,3,1,312,NAmes,1Story,72.0,54.0
149000,1502,7200,1931,7,3,1,270,Crawfor,2Story,60.0,0.0
97500,1458,17503,1948,6,3,1,330,NAmes,1.5Fin,78.0,0.0
167000,1486,9937,1964,5,3,1,480,Edwards,1Story,75.0,0.0
197900,1935,12384,1976,7,3,2,550,NWAmes,2Story,,233.0
402000,2448,46589,1994,8,4,2,711,NoRidge,2Story,52.0,528.0
110000,1392,13560,1968,6,2,1,576,NAmes,1Story,120.0,216.0
137500,1181,10012,1972,4,3,2,588,Edwards,SFoyer,90.0,0.0
423000,2097,20896,2005,8,1,1,1134,Somerst,1Story,49.0,0.0
230500,1936,11194,2000,8,3,2,504,Gilbert,2Story,106.0,40.0
129000,2380,18450,1965,6,3,2,596,NAmes,2Story,,113.0
193500,1679,8125,1994,6,3,2,575,SawyerW,1Story,65.0,258.0
168000,1437,14175,1956,5,3,1,576,Sawyer,1Story,,0.0
137500,1180,11600,1922,4,2,1,252,Crawfor,1Story,80.0,0.0
173500,1476,8633,2005,6,3,2,540,CollgCr,2Story,64.0,0.0
103600,1369,6629,1925,6,3,2,300,Edwards,2Story,54.0,0.0
165000,1208,11250,1977,6,3,1,546,Veenker,1Story,,0.0
257500,1839,14442,1957,6,3,2,416,Crawfor,1Story,110.0,106.0
140000,1136,9200,1965,6,3,1,384,NAmes,1Story,80.0,0.0
148500,1441,2289,1978,6,3,2,440,NPkVill,2Story,24.0,0.0
87000,1774,9600,1900,4,4,2,779,OldTown,2Story,60.0,0.0
109500,792,9022,1924,5,2,1,240,OldTown,1Story,52.0,0.0
372500,2046,11844,2008,8,3,2,834,StoneBr,1Story,80.0,464.0
128500,988,9945,1961,5,3,1,572,Sawyer,1Story,,57.0
143000,923,8012,1980,6,2,2,264,SawyerW,1Story,50.0,0.0
159434,1520,4500,1932,5,3,1,281,SWISU,1.5Fin,55.0,0.0
173000,1291,2887,1996,6,2,1,431,ClearCr,1Story,,0.0
285000,1668,11248,2002,9,3,2,702,CollgCr,1Story,90.0,215.0
221000,1839,16770,1998,7,4,2,486,NoRidge,2Story,58.0,30.0
207500,2090,5062,1984,7,3,2,577,StoneBr,2Story,,0.0
227875,1761,10207,2007,7,3,3,578,Somerst,2Story,84.0,0.0
148800,1102,5105,2004,7,2,2,480,Somerst,2Story,,0.0
392000,1419,8089,2007,8,2,2,567,StoneBr,1Story,60.0,0.0
194700,1362,7577,2005,6,2,2,460,NridgHt,1Story,61.0,256.0
141000,848,4426,2004,6,1,1,420,CollgCr,1Story,,147.0
755000,4316,21535,1994,10,4,3,832,NoRidge,2Story,104.0,1170.0
335000,2519,26178,1989,7,4,2,628,Timber,2Story,42.0,293.0
108480,1073,5400,1921,5,2,1,326,OldTown,1Story,60.0,0.0
141500,1539,6120,1936,5,3,1,576,BrkSide,1.5Fin,51.0,0.0
176000,1137,13811,1987,6,2,2,551,Timber,1Story,54.0,72.0
89000,616,6000,1921,5,2,1,205,BrkSide,1Story,50.0,0.0
123500,1148,6420,1952,5,2,1,308,Edwards,1Story,57.0,0.0
138500,894,8450,1965,5,3,1,336,Sawyer,1Story,65.0,0.0
196000,1391,4282,2004,7,2,2,530,Somerst,1Story,59.0,0.0
312500,1800,14331,2002,8,3,2,765,Timber,1Story,85.0,630.0
140000,1164,9600,1969,7,3,1,528,NWAmes,1Story,80.0,168.0
361919,2576,12438,2006,8,4,2,666,StoneBr,2Story,82.0,466.0
140000,1812,7630,1900,5,4,2,672,OldTown,2Story,76.0,0.0
213000,1484,8400,2004,7,3,2,606,CollgCr,1Story,70.0,109.0
55000,1092,5600,1930,4,3,2,0,IDOTRR,2Story,70.0,0.0
302000,1824,115149,1971,7,2,2,739,ClearCr,1Story,,351.0
254000,1324,6240,2006,8,2,2,550,NridgHt,1Story,48.0,176.0
179540,1456,9018,2007,7,3,2,400,Gilbert,2Story,65.0,0.0
109900,904,7162,1966,5,3,1,408,Sawyer,1Story,,41.0
52000,729,4130,1935,3,2,1,0,BrkSide,1Story,56.0,0.0
102776,1178,8712,1900,4,2,1,384,IDOTRR,1.5Fin,66.0,0.0
189000,1228,4671,1988,8,2,2,472,StoneBr,1Story,40.0,0.0
129000,960,9873,1970,4,3,1,576,BrkSide,1Story,60.0,160.0
130500,1479,13517,1976,6,3,2,475,Sawyer,2Story,,289.0
165000,1350,10140,1974,6,3,2,478,NWAmes,1Story,78.0,174.0
159500,2554,10800,1890,7,3,1,704,OldTown,2Story,60.0,0.0
157000,1178,10000,1973,5,3,1,439,NWAmes,1Story,80.0,0.0
341000,2418,10542,1993,7,3,2,983,NoRidge,2Story,96.0,651.0
128500,971,9920,1969,5,3,1,300,CollgCr,1Story,69.0,0.0
275000,1742,6563,1985,8,2,2,564,StoneBr,1Story,,0.0
143000,848,4426,2004,6,1,1,420,CollgCr,1Story,,169.0
124500,864,8120,1970,4,3,1,463,NAmes,1Story,70.0,0.0
135000,1470,8172,1954,4,4,2,548,Edwards,1.5Fin,60.0,0.0
320000,1698,13286,2007,9,3,2,768,Edwards,1Story,86.0,340.0
120500,864,6960,1970,4,3,1,660,NAmes,1Story,60.0,0.0
222000,1680,21695,1988,6,3,2,540,Crawfor,1Story,,260.0
194500,1232,7314,2007,7,2,2,632,CollgCr,1Story,64.0,82.0
110000,1776,11475,1958,5,4,2,888,NAmes,1Story,85.0,95.0
103000,1208,6240,1925,4,2,1,539,IDOTRR,1.5Fin,52.0,0.0
236500,1616,5389,1995,8,2,2,608,StoneBr,1Story,39.0,0.0
187500,1146,9590,2003,7,3,2,438,Timber,SLvl,73.0,442.0
222500,2031,11404,1998,7,3,2,541,CollgCr,2Story,75.0,202.0
131400,1144,10000,1961,5,3,1,264,Sawyer,1Story,80.0,0.0
108000,948,8978,1968,5,3,1,300,Sawyer,1Story,,0.0
163000,1768,10800,1914,7,2,1,320,OldTown,2.5Unf,60.0,0.0
93500,1040,8544,1950,3,2,2,400,NAmes,1Story,60.0,0.0
239900,1801,10463,2005,8,3,2,800,Gilbert,2Story,72.0,0.0
179000,1200,10800,1987,5,3,3,0,Edwards,1Story,60.0,0.0
190000,1728,9313,2004,7,3,2,572,CollgCr,2Story,65.0,0.0
132000,1432,9600,1910,5,2,2,360,OldTown,2Story,60.0,0.0
